"C-gbcode","C-source","N-pinyin","N-local","N-hanzi","H","A","change","P","fromdate","todate","NOTES"
360400,"GB","Jiujiang shi","Jiujiang shi","九江市",0,0,"T",3,19830727,19941231,"H?"
360401,"GB","Jiujiang shixiaqu","Jiujiang shixiaqu","九江市轄區",5,1,,0,19820101,19830726,"Did not officially exist"
360401,"GB","Jiujiang shixiaqu","Jiujiang shixiaqu","九江市轄區",3,1,,0,19830727,19941231,"H?"
360402,"GB","Jiujiang: Lushan qu","Jiujiang: Lushan qu","九江﹕廬山區",5,2,,0,19820101,19830726,"Did not officially exist"
360402,"GB","Jiujiang: Lushan qu","Jiujiang: Lushan qu","九江﹕廬山區",3,2,,0,19830727,19941231,"H?"
360403,"GB","Jiujiang: Xunyang qu","Jiujiang: Xunyang qu","九江﹕潯陽區",3,2,,0,19830727,19941231,"H?"
360403,"GB","Jiujiang: Xunyang qu","Jiujiang: Xunyang qu","九江﹕潯陽區",5,2,,0,19820101,19830726,"Did not officially exist"
360421,"GB","Jiujiang","Jiujiang","九江",3,5,"CH",0,19830727,19941231,
360422,"GB","Ruichang","Ruichang","瑞昌",3,5,"CH",0,19830727,19891219,
360423,"GB","Wuning","Wuning","武寧",3,5,"CH",0,19830727,19941231,
360424,"GB","Xiushui","Xiushui","修水",3,5,"CH",0,19830727,19941231,
360425,"GB","Yongxiu","Yongxiu","永修",3,5,"CH",0,19830727,19941231,
360426,"GB","De`an","De`an","德安",3,5,"CH",0,19830727,19941231,
360427,"GB","Xingzi","Xingzi","星子",3,5,"CH",0,19830727,19941231,
360428,"GB","Duchang","Duchang","都昌",3,5,"CH",0,19830727,19941231,
360429,"GB","Hukou","Hukou","湖口",3,5,"CH",0,19830727,19941231,
360430,"GB","Pengze","Pengze","彭澤",3,5,"CH",0,19830727,19941231,
360481,"GB","Ruichang shi","Ruichang shi","瑞昌市",9,3,"CHA",0,19891220,19941231,
360500,"GB","Xinyu shi","Xinyu shi","新余市",0,0,"CHAT",3,19830727,19941231,
360501,"GB","Xinyu shixiaqu","Xinyu shixiaqu","新余市轄區",3,1,,0,19830727,19941231,
360502,"GB","Xinyu: Yushui qu","Xinyu: Yushui qu","新余﹕渝水區",3,2,,0,19830727,19941231,
360521,"GB","Fenyi","Fenyi","分宜",3,5,"CH",0,19830727,19941231,
360600,"GB","Yingtan shi","Yingtan shi","鷹潭市",0,0,"CHAT",3,19830727,19941231,
360601,"GB","Yingtan shixiaqu","Yingtan shixiaqu","鷹潭市轄區",3,1,,0,19830727,19941231,
360602,"GB","Yingtan: Yuehu qu","Yingtan: Yuehu qu","鷹潭﹕月湖區",3,2,,0,19830727,19941231,
360621,"GB","Guixi","Guixi","貴溪",3,5,"CH",0,19830727,19941231,
360622,"GB","Yujiang","Yujiang","余江",3,5,"CH",0,19830727,19941231,
362100,"GB","Ganzhou diqu","Ganzhou diqu","贛州地區",0,0,,6,19820101,19830726,
362100,"GB","Ganzhou diqu","Ganzhou diqu","贛州地區",0,0,"T",6,19830727,19941231,
362101,"GB","Ganzhou shi","Ganzhou shi","贛州市",6,3,,0,19820101,19941231,
362102,"CM","Ruijin shi","Ruijin shi","瑞金市",6,3,"CA",0,19940518,19941231,
362121,"GB","Gan xian","Gan xian","贛縣",6,5,,0,19820101,19941231,
362122,"GB","Nankang","Nankang","南康",6,5,,0,19820101,19941231,
362123,"GB","Xinfeng","Xinfeng","信豐",6,5,,0,19820101,19941231,
362124,"GB","Dayu","Dayu","大余",6,5,,0,19820101,19941231,
362125,"GB","Shangyou","Shangyou","上猶",6,5,,0,19820101,19941231,
362126,"GB","Chongyi","Chongyi","崇義",6,5,,0,19820101,19941231,
362127,"GB","Anyuan","Anyuan","安遠",6,5,,0,19820101,19941231,
362128,"GB","Longnan","Longnan","龍南",6,5,,0,19820101,19941231,
362129,"GB","Dingnan","Dingnan","定南",6,5,,0,19820101,19941231,
362130,"GB","Quannan","Quannan","全南",6,5,,0,19820101,19941231,
362131,"GB","Ningdu","Ningdu","寧都",6,5,,0,19820101,19941231,
362132,"GB","Yudu","Yudu","于都",6,5,,0,19820101,19941231,
362133,"GB","Xingguo","Xingguo","興國",6,5,,0,19820101,19941231,
362134,"GB","Ruijin","Ruijin","瑞金",6,5,,0,19820101,19940517,
362135,"GB","Huichang","Huichang","會昌",6,5,,0,19820101,19941231,
362136,"GB","Xunwu","Xunwu","尋烏",6,5,,0,19820101,19941231,
362137,"GB","Shicheng","Shicheng","石城",6,5,,0,19820101,19941231,
362138,"GB","Guangchang","Guangchang","廣昌",6,5,,0,19820101,19830726,
362200,"GB","Yichun diqu","Yichun diqu","宜春地區",0,0,"T",6,19830727,19941231,
362200,"GB","Yichun diqu","Yichun diqu","宜春地區",0,0,,6,19820101,19830726,
362201,"GB","Yichun shi","Yichun shi","宜春市",6,3,,0,19820101,19850319,
362201,"GB","Yichun shi","Yichun shi","宜春市",6,3,"T",0,19850320,19941231,
362202,"GB","Fengcheng shi","Fengcheng shi","豐城市",6,3,"CA",0,19881004,19941231,
362203,"GB","Zhangshu shi","Zhangshu shi","樟樹市",6,3,"CNA",0,19881013,19941231,
362204,"GB","Gao`an shi","Gao`an shi","高安市",6,3,"CA",0,19931208,19941231,
362221,"GB","Fengcheng","Fengcheng","豐城",6,5,,0,19820101,19881003,
362222,"GB","Gao`an","Gao`an","高安",6,5,,0,19820101,19931207,
362223,"GB","Qingjiang","Qingjiang","清江",6,5,,0,19820101,19881012,
362224,"GB","Xinyu","Xinyu","新余",6,5,,0,19820101,19830726,
362225,"GB","Yichun","Yichun","宜春",6,5,,0,19820101,19850319,
362226,"GB","Fengxin","Fengxin","奉新",6,5,,0,19820101,19941231,
362227,"GB","Wanzai","Wanzai","萬載",6,5,,0,19820101,19941231,
362228,"GB","Shanggao","Shanggao","上高",6,5,,0,19820101,19941231,
362229,"GB","Yifeng","Yifeng","宜豐",6,5,,0,19820101,19941231,
362230,"GB","Fenyi","Fenyi","分宜",6,5,,0,19820101,19830726,
362231,"GB","Anyi","Anyi","安義",6,5,,0,19820101,19830726,
362232,"GB","Jing`an","Jing`an","靖安",6,5,,0,19820101,19941231,
362233,"GB","Tonggu","Tonggu","銅鼓",6,5,,0,19820101,19941231,
362300,"GB","Shangrao diqu","Shangrao diqu","上饒地區",0,0,"T",6,19830727,19941231,
362300,"GB","Shangrao diqu","Shangrao diqu","上饒地區",0,0,,6,19820101,19830726,
362301,"GB","Shangrao shi","Shangrao shi","上饒市",6,3,,0,19820101,19941231,
362302,"GB","Yingtan shi","Yingtan shi","鷹潭市",6,3,,0,19820101,19830726,
362302,"GB","Dexing shi","Dexing shi","德興市",6,3,"CA",0,19901226,19941231,
362321,"GB","Shangrao","Shangrao","上饒",6,5,,0,19820101,19941231,
362322,"GB","Guangfeng","Guangfeng","廣豐",6,5,,0,19820101,19941231,
362323,"GB","Yushan","Yushan","玉山",6,5,,0,19820101,19941231,
362324,"GB","Qianshan","Qianshan","鉛山",6,5,,0,19820101,19941231,
362325,"GB","Hengfeng","Hengfeng","橫峰",6,5,,0,19820101,19941231,
362326,"GB","Yiyang","Yiyang","弋陽",6,5,,0,19820101,19941231,
362327,"GB","Guixi","Guixi","貴溪",6,5,,0,19820101,19830726,
362328,"GB","Yujiang","Yujiang","余江",6,5,,0,19820101,19830726,
362329,"GB","Yugan","Yugan","余干",6,5,,0,19820101,19941231,
362330,"GB","Boyang","Boyang","波陽",6,5,,0,19820101,19941231,
362331,"GB","Wannian","Wannian","萬年",6,5,,0,19820101,19941231,
362332,"GB","Leping","Leping","樂平",6,5,,0,19820101,19830726,
362333,"GB","Dexing","Dexing","德興",6,5,,0,19820101,19901225,
362334,"GB","Wuyuan","Wuyuan","婺源",6,5,,0,19820101,19941231,
362400,"GB","Ji`an diqu","Ji`an diqu","吉安地區",0,0,,6,19820101,19920619,
362400,"GB","Ji`an diqu","Ji`an diqu","吉安地區",0,0,"T",6,19920620,19941231,
362401,"GB","Ji`an shi","Ji`an shi","吉安市",6,3,,0,19820101,19941231,
362402,"GB","Jinggangshan shi","Jinggangshan shi","井岡山市",6,3,"CA",0,19841213,19941231,
362421,"GB","Ji`an","Ji`an","吉安",6,5,,0,19820101,19941231,
362422,"GB","Jishui","Jishui","吉水",6,5,,0,19820101,19941231,
362423,"GB","Xiajiang","Xiajiang","峽江",6,5,,0,19820101,19941231,
362424,"GB","Xin`gan","Xin`gan","新干",6,5,,0,19820101,19941231,
362425,"GB","Yongfeng","Yongfeng","永豐",6,5,,0,19820101,19941231,
362426,"GB","Taihe","Taihe","泰和",6,5,,0,19820101,19941231,
362427,"GB","Suichuan","Suichuan","遂川",6,5,,0,19820101,19941231,
362428,"GB","Wan`an","Wan`an","萬安",6,5,,0,19820101,19941231,
362429,"GB","Anfu","Anfu","安福",6,5,,0,19820101,19941231,
362430,"GB","Yongxin","Yongxin","永新",6,5,,0,19820101,19941231,
362431,"GB","Lianhua","Lianhua","蓮花",6,5,,0,19820101,19920619,
362432,"GB","Ninggang","Ninggang","寧岡",6,5,,0,19820101,19941231,
362433,"GB","Jinggangshan","Jinggangshan","井岡山",6,5,,0,19820101,19841212,
362500,"GB","Fuzhou diqu","Fuzhou diqu","撫州地區",0,0,,6,19820101,19830726,
362500,"GB","Fuzhou diqu","Fuzhou diqu","撫州地區",0,0,"T",6,19830727,19941231,
362501,"GB","Fuzhou shi","Fuzhou shi","撫州市",6,3,,0,19820101,19870821,
362502,"GB","Linchuan shi","Linchuan shi","臨川市",6,4,"CNT",0,19870822,19941231,
362521,"GB","Linchuan","Linchuan","臨川",6,5,,0,19820101,19870821,
362522,"GB","Nancheng","Nancheng","南城",6,5,,0,19820101,19941231,
362523,"GB","Lichuan","Lichuan","黎川",6,5,,0,19820101,19941231,
362524,"GB","Nanfeng","Nanfeng","南豐",6,5,,0,19820101,19941231,
362525,"GB","Chongren","Chongren","崇仁",6,5,,0,19820101,19941231,
362526,"GB","Le`an","Le`an","樂安",6,5,,0,19820101,19941231,
362527,"GB","Yihuang","Yihuang","宜黃",6,5,,0,19820101,19941231,
362528,"GB","Jinxi","Jinxi","金溪",6,5,,0,19820101,19941231,
362529,"GB","Zixi","Zixi","資溪",6,5,,0,19820101,19941231,
362530,"GB","Jinxian","Jinxian","進賢",6,5,,0,19820101,19830726,
362531,"GB","Dongxiang","Dongxiang","東鄉",6,5,,0,19820101,19941231,
362532,"GB","Guangchang","Guangchang","廣昌",6,5,"CH",0,19830727,19941231,
362600,"GB","Jiujiang diqu","Jiujiang diqu","九江地區",0,0,,6,19820101,19830726,
362621,"GB","Jiujiang","Jiujiang","九江",6,5,,0,19820101,19830726,
362622,"GB","Ruichang","Ruichang","瑞昌",6,5,,0,19820101,19830726,
362623,"GB","Wuning","Wuning","武寧",6,5,,0,19820101,19830726,
362624,"GB","Xiousui","Xiousui","修水",6,5,,0,19820101,19830726,
362625,"GB","Yongxiu","Yongxiu","永修",6,5,,0,19820101,19830726,
362626,"GB","De`an","De`an","德安",6,5,,0,19820101,19830726,
362627,"GB","Xingzi","Xingzi","星子",6,5,,0,19820101,19830726,
362628,"GB","Duchang","Duchang","都昌",6,5,,0,19820101,19830726,
362629,"GB","Hukou","Hukou","湖口",6,5,,0,19820101,19830726,
362630,"GB","Pengze","Pengze","彭澤",6,5,,0,19820101,19830726,
370100,"GB","Ji`nan shi","Ji`nan shi","濟南市",0,0,"T",2,19891202,19941231,
370100,"GB","Ji`nan shi","Ji`nan shi","濟南市",0,0,,2,19820101,19850326,
370100,"GB","Ji`nan shi","Ji`nan shi","濟南市",0,0,"T",2,19850327,19891201,
370101,"GB","Ji`nan shixiaqu","Ji`nan shixiaqu","濟南市轄區",2,1,"C",0,19840101,19870410,
370101,"GB","Ji`nan shixiaqu","Ji`nan shixiaqu","濟南市轄區",2,1,"T",0,19891202,19941231,
370101,"GB","Ji`nan shixiaqu","Ji`nan shixiaqu","濟南市轄區",2,1,"T",0,19870411,19891201,
370102,"GB","Ji`nan: Lixia qu","Ji`nan: Lixia qu","濟南﹕歷下區",2,2,,0,19840101,19941231,
370102,"CT","Ji`nan: Lixia qu","Ji`nan: Lixia qu","濟南﹕歷下區",2,2,,0,19820101,19831231,"Did not officially exist"
370103,"GB","Ji`nan: Shizhong qu","Ji`nan: Shizhong qu","濟南﹕市中區",2,2,,0,19840101,19941231,
370103,"CT","Ji`nan: Shizhong qu","Ji`nan: Shizhong qu","濟南﹕市中區",2,2,,0,19820101,19831231,"Did not officially exist"
370104,"GB","Ji`nan: Huaiyin qu","Ji`nan: Huaiyin qu","濟南﹕槐蔭區",2,2,,0,19840101,19941231,
370104,"CT","Ji`nan: Huaiyin qu","Ji`nan: Huaiyin qu","濟南﹕槐蔭區",2,2,,0,19820101,19831231,"Did not officially exist"
370105,"GB","Ji`nan: Tianqiao qu","Ji`nan: Tianqiao qu","濟南﹕天橋區",2,2,,0,19840101,19941231,
370105,"CT","Ji`nan: Tianqiao qu","Ji`nan: Tianqiao qu","濟南﹕天橋區",2,2,,0,19820101,19831231,"Did not officially exist"
370111,"CT","Ji`nan: Jiaoqu","Ji`nan: Jiaoqu","濟南﹕郊區",2,2,,0,19820101,19831231,"Did not officially exist"
370111,"GB","Ji`nan: Jiaoqu","Ji`nan: Jiaoqu","濟南﹕郊區",2,2,,0,19840101,19870410,
370112,"GB","Ji`nan: Licheng qu","Ji`nan: Licheng qu","濟南﹕歷城區",2,2,"T",0,19891202,19941231,
370112,"GB","Ji`nan: Licheng qu","Ji`nan: Licheng qu","濟南﹕歷城區",2,2,"CNT",0,19870411,19891201,
370120,"GB","Ji`nan shiqu","Ji`nan shiqu","濟南市區",2,1,,0,19820101,19831231,
370121,"GB","Lichen","Lichen","歷城",2,5,,0,19820101,19870410,
370122,"GB","Zhangqiu","Zhangqiu","章丘",2,5,,0,19820101,19920731,
370123,"GB","Changqing","Changqing","長清",2,5,,0,19820101,19941231,
370124,"GB","Pingyin","Pingyin","平陰",2,5,"CH",0,19850327,19941231,
370125,"GB","Shanghe","Shanghe","商河",2,5,"CH",0,19891202,19941231,
370126,"GB","Jiyang","Jiyang","濟陽",2,5,"CH",0,19891202,19941231,
370181,"GB","Zhangqiu shi","Zhangqiu shi","章丘市",9,3,"HA",0,19920801,19941231,
370200,"GB","Qingdao shi","Qingdao shi","青島市",0,0,"T",3,19830830,19941231,
370200,"GB","Qingdao shi","Qingdao shi","青島市",0,0,,3,19820101,19830829,
370201,"GB","Qingdao shixiaqu","Qingdao shixiaqu","青島市轄區",3,1,"C",0,19840101,19881116,
370201,"GB","Qingdao shixiaqu","Qingdao shixiaqu","青島市轄區",3,1,"T",0,19881117,19941231,
370202,"CT","Qingdao: Shinan qu","Qingdao: Shinan qu","青島﹕市南區",3,2,,0,19820101,19831231,"Did not officially exist"
370202,"GB","Qingdao: Shinan qu","Qingdao: Shinan qu","青島﹕市南區",3,2,,0,19840101,19941231,
370203,"CT","Qingdao: Shibei qu","Qingdao: Shibei qu","青島﹕市北區",3,2,,0,19820101,19831231,"Did not officially exist"
370203,"GB","Qingdao: Shibei qu","Qingdao: Shibei qu","青島﹕市北區",3,2,,0,19840101,19941231,
370204,"CT","Qingdao: Taidong qu","Qingdao: Taidong qu","青島﹕台東區",3,2,,0,19820101,19831231,"Did not officially exist"
370204,"GB","Qingdao: Taidong qu","Qingdao: Taidong qu","青島﹕台東區",3,2,,0,19840101,19940422,
370205,"CT","Qingdao: Sifang qu","Qingdao: Sifang qu","青島﹕四方區",3,2,,0,19820101,19831231,"Did not officially exist"
370205,"GB","Qingdao: Sifang qu","Qingdao: Sifang qu","青島﹕四方區",3,2,,0,19840101,19941231,
370206,"CT","Qingdao: Cangkou qu","Qingdao: Cangkou qu","青島﹕滄口區",3,2,,0,19820101,19831231,"Did not officially exist"
370206,"GB","Qingdao: Cangkou qu","Qingdao: Cangkou qu","青島﹕滄口區",3,2,,0,19840101,19940422,
370208,"CM","Qingdao: Licang qu","Qingdao: Licang qu","青島﹕李滄區",3,2,"CNT",0,19940423,19941231,
370209,"CM","Qingdao: Chengyang qu","Qingdao: Chengyang qu","青島﹕城陽區",3,2,"CNT",0,19940423,19941231,
370211,"CT","Qingdao: Huangdao qu","Qingdao: Huangdao qu","青島﹕黃島區",3,2,,0,19820101,19831231,"Did not officially exist"
370211,"GB","Qingdao: Huangdao qu","Qingdao: Huangdao qu","青島﹕黃島區",3,2,,0,19840101,19941231,
370212,"GB","Qingdao: Laoshan qu","Qingdao: Laoshan qu","青島﹕嶗山區",3,2,"CA",0,19881117,19941231,
370220,"GB","Qingdao shiqu","Qingdao shiqu","青島市區",3,1,,0,19820101,19831231,
370221,"GB","Laoshan","Laoshan","嶗山",3,5,,0,19820101,19881116,
370222,"GB","Jimo","Jimo","即墨",3,5,,0,19820101,19890726,
370223,"GB","Jiaonan","Jiaonan","膠南",3,5,,0,19820101,19901217,
370224,"GB","Jiao xian","Jiao xian","膠縣",3,5,,0,19820101,19870211,
370225,"GB","Laixi","Laixi","萊西",3,5,"CH",0,19830830,19901217,
370226,"GB","Pingdu","Pingdu","平度",3,5,"CH",0,19830830,19890726,
370281,"GB","Jiaozhou shi","Jiaozhou shi","膠州市",9,3,"C",0,19910101,19941231,
370282,"GB","Jimo shi","Jimo shi","即墨市",9,3,"CHA",0,19890727,19941231,
370283,"GB","Pingdu shi","Pingdu shi","平度市",9,3,"CHA",0,19890727,19941231,
370284,"GB","Jiaonan shi","Jiaonan shi","膠南市",9,3,"CHA",0,19901218,19941231,
370285,"GB","Laixi shi","Laixi shi","萊西市",9,3,"CHA",0,19901218,19941231,
370300,"GB","Zibo shi","Zibo shi","淄博市",0,0,"T",3,19891202,19941231,
370300,"GB","Zibo shi","Zibo shi","淄博市",0,0,,5,19820101,19830829,
370300,"GB","Zibo shi","Zibo shi","淄博市",0,0,"T",3,19830830,19891201,"H?"
370301,"GB","Zibo shixiaqu","Zibo shixiaqu","淄博市轄區",5,1,,0,19820101,19830329,"Did not officially exist"
370301,"GB","Zibo shixiaqu","Zibo shixiaqu","淄博市轄區",3,1,,0,19830330,19941231,"H?"
370302,"GB","Zibo: Zichuan qu","Zibo: Zichuan qu","淄博﹕淄川區",3,2,,0,19830330,19941231,"H?"
370302,"GB","Zibo: Zichuan qu","Zibo: Zichuan qu","淄博﹕淄川區",5,2,,0,19820101,19830329,"Did not officially exist"
370303,"GB","Zibo: Zhangdian qu","Zibo: Zhangdian qu","淄博﹕張店區",3,2,,0,19830330,19941231,"H?"
370303,"GB","Zibo: Zhangdian qu","Zibo: Zhangdian qu","淄博﹕張店區",5,2,,0,19820101,19830329,"Did not officially exist"
370304,"GB","Zibo: Boshan qu","Zibo: Boshan qu","淄博﹕博山區",5,2,,0,19820101,19830329,"Did not officially exist"
370304,"GB","Zibo: Boshan qu","Zibo: Boshan qu","淄博﹕博山區",3,2,,0,19830330,19941231,"H?"
370305,"GB","Zibo: Linzi qu","Zibo: Linzi qu","淄博﹕臨淄區",3,2,,0,19830330,19941231,"H?"
370305,"GB","Zibo: Linzi qu","Zibo: Linzi qu","淄博﹕臨淄區",5,2,,0,19820101,19830329,"Did not officially exist"
370306,"GB","Zibo: Zhoucun qu","Zibo: Zhoucun qu","淄博﹕周村區",3,2,,0,19830330,19941231,"H?"
370306,"GB","Zibo: Zhoucun qu","Zibo: Zhoucun qu","淄博﹕周村區",5,2,,0,19820101,19830329,"Did not officially exist"
370321,"GB","Huantai","Huantai","桓台",3,5,"CH",0,19830830,19941231,
370322,"GB","Gaoqing","Gaoqing","高青",3,5,"CH",0,19891202,19941231,
370323,"GB","Yiyuan","Yiyuan","沂源",3,5,"CH",0,19891202,19941231,
370400,"GB","Zaozhuang shi","Zaozhuang shi","棗莊市",0,0,,3,19820101,19941231,
370401,"GB","Zaozhuang shixiaqu","Zaozhuang shixiaqu","棗莊市轄區",3,1,"C",0,19840101,19941231,
370402,"CT","Zaozhuang: Shizhong qu","Zaozhuang: Shizhong qu","棗莊﹕市中區",3,2,,0,19820101,19831231,"Did not officially exist"
370402,"GB","Zaozhuang: Shizhong qu","Zaozhuang: Shizhong qu","棗莊﹕市中區",3,2,,0,19840101,19941231,
370403,"CT","Zaozhuang: Xuecheng qu","Zaozhuang: Xuecheng qu","棗莊﹕薛城區",3,2,,0,19820101,19831231,"Did not officially exist"
370403,"GB","Zaozhuang: Xuecheng qu","Zaozhuang: Xuecheng qu","棗莊﹕薛城區",3,2,,0,19840101,19941231,
370404,"CT","Zaozhuang: Yicheng qu","Zaozhuang: Yicheng qu","棗莊﹕    城區",3,2,,0,19820101,19831231,"Did not officially exist"
370404,"GB","Zaozhuang: Yicheng qu","Zaozhuang: Yicheng qu","棗莊﹕    城區",3,2,,0,19840101,19941231,
370405,"CT","Zaozhuang: Tai`erzhuang qu","Zaozhuang: Tai`erzhuang qu","棗莊﹕台兒莊區",3,2,,0,19820101,19831231,"Did not officially exist"
370405,"GB","Zaozhuang: Tai`erzhuang qu","Zaozhuang: Tai`erzhuang qu","棗莊﹕台兒莊區",3,2,,0,19840101,19941231,
370406,"CT","Zaozhuang: Shanting qu","Zaozhuang: Shanting qu","棗莊﹕山亭區",3,2,,0,19820101,19831231,"Did not officially exist"
370406,"GB","Zaozhuang: Shanting qu","Zaozhuang: Shanting qu","棗莊﹕山亭區",3,2,,0,19840101,19941231,
370420,"GB","Zaozhuang shiqu","Zaozhuang shiqu","棗莊市區",3,1,,0,19820101,19831231,
370421,"GB","Teng xian","Teng xian","滕縣",3,5,,0,19820101,19880306,
370481,"GB","Tengzhou shi","Tengzhou shi","滕州市",9,3,"C",0,19910101,19941231,
370500,"GB","Dongying shi","Dongying shi","東營市",0,0,"CHAT",3,19821110,19830829,
370500,"GB","Dongying shi","Dongying shi","東營市",0,0,"T",3,19830830,19941231,
370501,"GB","Dongying shixiaqu","Dongying shixiaqu","東營市轄區",3,1,,0,19821110,19941231,
370502,"GB","Dongying: Dongying qu","Dongying: Dongying qu","東營﹕東營區",3,2,"T",0,19870610,19941231,
370502,"GB","Dongying: Dongying qu","Dongying: Dongying qu","東營﹕東營區",3,2,,0,19821110,19870609,
370503,"GB","Dongying: Hekou qu","Dongying: Hekou qu","東營﹕河口區",3,2,,0,19821110,19941231,
370504,"GB","Dongying: Niuzhuang qu","Dongying: Niuzhuang qu","東營﹕牛莊區",3,2,,0,19821110,19870609,
370521,"GB","Kenli","Kenli","墾利",3,5,"CHT",0,19821110,19941231,
370522,"GB","Lijin","Lijin","利津",3,5,"CHT",0,19821110,19941231,
370523,"GB","Guangrao","Guangrao","廣饒",3,5,"CH",0,19830830,19941231,
370600,"GB","Yantai shi","Yantai shi","煙台市",0,0,"CHAT",3,19830830,19870614,
370600,"GB","Yantai shi","Yantai shi","煙台市",0,0,"T",3,19870615,19941231,
370601,"GB","Yantai shixiaqu","Yantai shixiaqu","煙台市轄區",3,1,"T",0,19940703,19941231,
370601,"GB","Yantai shixiaqu","Yantai shixiaqu","煙台市轄區",3,1,,0,19830830,19940702,
370602,"GB","Yantai: Zhifu qu","Yantai: Zhifu qu","煙台﹕芝罘區",3,2,,0,19830830,19941231,
370604,"CM","Yantai: Muping qu","Yantai: Muping qu","煙台﹕牟平區",3,2,"CAT",0,19940703,19941231,
370605,"CM","Yantai: Laishan qu","Yantai: Laishan qu","煙台﹕萊山區",3,2,,0,19940703,19941231,
370611,"GB","Yantai: Fushan qu","Yantai: Fushan qu","煙台﹕福山區",3,2,"CHA",0,19830830,19941231,
370620,"GB","Weihai shi","Weihai shi","威海市",9,3,"CH",9,19830830,19870614,
370622,"GB","Penglai","Penglai","蓬萊",3,5,"CH",0,19830830,19911129,
370623,"GB","Huang xian","Huang xian","黃縣",3,5,"CH",0,19830830,19860922,
370624,"GB","Zhaoyuan","Zhaoyuan","招遠",3,5,"CH",0,19830830,19911220,
370625,"GB","Ye xian","Ye xian","掖縣",3,5,"CH",0,19830830,19880223,
370627,"GB","Laiyang","Laiyang","萊陽",3,5,"CH",0,19830830,19870219,
370628,"GB","Xixia","Xixia","棲霞",3,5,"CH",0,19830830,19941231,
370629,"GB","Haiyang","Haiyang","海陽",3,5,"CH",0,19830830,19941231,
370630,"GB","Rushan","Rushan","乳山",3,5,"CH",0,19830830,19870614,
370631,"GB","Muping","Muping","牟平",3,5,"CH",0,19830830,19940702,
370632,"GB","Wendeng","Wendeng","文登",3,5,"CH",0,19830830,19870614,
370633,"GB","Rongcheng","Rongcheng","榮成",3,5,"H",0,19870615,19881031,
370633,"GB","Rongcheng","Rongcheng","榮成",3,5,"CH",0,19830830,19870614,
370634,"GB","Changdao","Changdao","長島",3,5,"CH",0,19830830,19941231,
370681,"GB","Longkou shi","Longkou shi","龍口市",9,3,"C",0,19910101,19941231,
370682,"GB","Laiyang shi","Laiyang shi","萊陽市",9,3,"C",0,19910101,19941231,
370683,"GB","Laizhou shi","Laizhou shi","萊州市",9,3,"CH",0,19910101,19941231,
370684,"GB","Penglai shi","Penglai shi","蓬萊市",9,3,"CHA",0,19911130,19941231,
370685,"GB","Zhaoyuan shi","Zhaoyuan shi","招遠市",9,3,"CHA",0,19911221,19941231,
370700,"GB","Weifang shi","Weifang shi","濰坊市",0,0,"T",3,19921207,19941231,
370700,"GB","Weifang shi","Weifang shi","濰坊市",0,0,"CHAT",3,19830830,19921206,
370701,"GB","Weifang shixiaqu","Weifang shixiaqu","濰坊市轄區",3,1,,0,19840101,19941231,
370702,"GB","Weifang: Weicheng qu","Weifang: Weicheng qu","濰坊﹕濰城區",3,2,,0,19830830,19941231,
370703,"GB","Weifang: Hanting qu","Weifang: Hanting qu","濰坊﹕寒亭區",3,2,,0,19830830,19941231,
370704,"GB","Weifang: Fangzi qu","Weifang: Fangzi qu","濰坊﹕坊子區",3,2,,0,19830830,19941231,
370705,"CM","Weifang: Fangzi qu","Weifang: Fangzi qu","濰坊﹕坊子區",3,2,,0,19940523,19941231,
370719,"GB","Qingzhou shi","Qingzhou shi","青州市",9,3,"CNHA",9,19860301,19871231,
370721,"GB","Yidu","Yidu","益都",3,5,"CH",0,19830830,19860228,
370722,"GB","Anqiu","Anqiu","安丘",3,5,"CH",0,19830830,19940117,
370723,"GB","Shouguang","Shouguang","壽光",3,5,"CH",0,19830830,19930531,
370724,"GB","Linqu","Linqu","臨胊",3,5,"CH",0,19830830,19941231,
370725,"GB","Changle","Changle","昌樂",3,5,"CH",0,19830830,19941231,
370726,"GB","Changyi","Changyi","昌邑",3,5,"CH",0,19830830,19940609,
370727,"GB","Gaomi","Gaomi","高密",3,5,"CH",0,19830830,19940517,
370728,"GB","Zhucheng","Zhucheng","諸城",3,5,"CH",0,19830830,19870419,
370729,"GB","Wulian","Wulian","五蓮",3,5,"CH",0,19830830,19921206,
370781,"GB","Qingzhou shi","Qingzhou shi","青州市",9,3,"C",0,19910101,19941231,
370782,"GB","Zhucheng shi","Zhucheng shi","諸城市",9,3,"C",0,19910101,19941231,
370783,"GB","Shouguang shi","Shouguang shi","壽光市",9,3,"CHA",0,19930601,19941231,
370784,"CM","Anqiu shi","Anqiu shi","安丘市",9,3,"CHA",0,19940118,19941231,
370785,"CM","Gaomi shi","Gaomi shi","高密市",9,3,"CHA",0,19940518,19941231,
370786,"CM","Changyi shi","Changyi shi","昌邑市",9,3,"CHA",0,19940610,19941231,
370800,"GB","Ji`ning shi","Ji`ning shi","濟寧市",0,0,"T",3,19850327,19891201,
370800,"GB","Ji`ning shi","Ji`ning shi","濟寧市",0,0,"CHAT",3,19830830,19850326,
370800,"GB","Ji`ning shi","Ji`ning shi","濟寧市",0,0,"T",3,19891202,19941231,
370801,"GB","Ji`ning shixiaqu","Ji`ning shixiaqu","濟寧市轄區",3,1,,0,19830830,19941231,
